listing_name,description,bed_type,listing_link,nightly_price,total_price,available_date,rating,nb_reviews,start_date,end_date,Day_1,Day_2,Day_3,Day_4,Day_5
Campsite in Wendover,Glamping at the Cabana!!,1 queen bed,www.airbnb.ca/rooms/45173656?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_fLwJs%2BLmLi%2BnU7T9&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,245,"1,226",2023-09-17 - 2023-09-22,4.9,157.0,2023-09-17,2023-09-22,0,0,0,0,0
Farm stay in Low,Tiny house farmstay at Ferme Thuya,1 bed,www.airbnb.ca/rooms/50804977?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_J81gbX7Huf3XPE6N&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,153,766,2023-09-04 - 2023-09-9,4.92,145.0,2023-09-04,2023-09-09,0,0,0,0,0
Chalet in Val-des-Monts,Huard,1 king bed,www.airbnb.ca/rooms/30589127?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-13&check_out=2023-11-18&source_impression_id=p3_1693030810_thj9L%2BbaxiQ1SOeG&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,395,"1,974",2023-11-13 - 2023-11-18,4.94,197.0,2023-11-13,2023-11-18,0,0,0,0,0
Dome in Clarence-Rockland,Sunset Ottawa Riverfront Glamping Dome,1 bed,www.airbnb.ca/rooms/52236810?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_mdYs4sJAgtYm65RR&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,303,"1,513",2023-09-01 - 2023-09-6,5.0,29.0,2023-09-01,2023-09-06,0,0,0,0,0
Tiny homes in Val-des-Monts,Glam Shack mini-chalet,1 double bed,www.airbnb.ca/rooms/916649432391294451?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_8FuDGQ9yrU9%2BvXmO&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,207,"1,033",2023-09-04 - 2023-09-9,5.0,4.0,2023-09-04,2023-09-09,0,0,0,0,0
Cabin in Plantagenet,PERCHED CABIN at Mariposa Farm,1 bed,www.airbnb.ca/rooms/2660011?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1693030810_%2BvIoovB%2BOR5F84Sv&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,192,192,2023-09-18 - 2023-09-23,4.91,358.0,2023-09-18,2023-09-23,0,0,0,0,0
Boutique hotel in Ottawa,Sonder The O'Connor | Studio Apartment,1 queen bed,www.airbnb.ca/rooms/619583284590128173?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_eWPwqzCG7q6OAWZb&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,182,911,2023-09-01 - 2023-09-6,4.63,336.0,2023-09-01,2023-09-06,0,0,0,0,0
Boutique hotel in Ottawa,Sonder Rideau | Superior One-Bedroom Apartment,2 beds,www.airbnb.ca/rooms/766090900734631497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_4JNOu1N2KScGituB&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,238,"1,192",2023-09-01 - 2023-09-6,4.83,549.0,2023-09-01,2023-09-06,0,0,0,0,0
Tiny homes in Clarence-Rockland,Cozy Tiny Cabin on the Farm,1 double bed,www.airbnb.ca/rooms/51766954?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-19&check_out=2023-09-24&source_impression_id=p3_1693030810_PpQxMV7r1DWt5myX&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,123,616,2023-09-19 - 2023-09-24,4.82,140.0,2023-09-19,2023-09-24,0,0,0,0,0
Cottage in Saint-André-Avellin,Cheerful 1 bedroom cottage (GST & PST included),1 queen bed,www.airbnb.ca/rooms/53556198?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_83161QI7nB4tOsez&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,182,909,2023-09-17 - 2023-09-22,4.92,123.0,2023-09-17,2023-09-22,0,0,0,0,0
Chalet in Val-des-Monts,Cottage in the heart of Nature,2 queen beds,www.airbnb.ca/rooms/728091097857563349?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_HPuouEAVQXsJZ4YO&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,336,336,2023-09-04 - 2023-09-9,5.0,25.0,2023-09-04,2023-09-09,0,0,0,0,0
Apartment in Ottawa,"Modern 1BR - King Bed, Rooftop patio - Chinatown",1 king bed,www.airbnb.ca/rooms/964503470903859223?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-09&check_out=2023-09-14&source_impression_id=p3_1693030810_rS1sFbrXXV4QEesV&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,133,663,2023-09-09 - 2023-09-14,,,2023-09-09,2023-09-14,0,0,0,0,0
Home in Wakefield,"4 beds with sauna, outside shower & rooftop patio",4 beds,www.airbnb.ca/rooms/679841355238631499?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1693030810_ntU0iv19iOCD%2BeEd&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,571,571,2023-09-03 - 2023-09-8,4.91,46.0,2023-09-03,2023-09-08,0,0,0,0,0
Tiny homes in Chesterville,A Real Trip Off-Grid Mushroom House,1 queen bed,www.airbnb.ca/rooms/53201098?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_Y8OdEtbjcAJ0FZvj&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,234,"1,171",2023-09-04 - 2023-09-9,4.93,201.0,2023-09-04,2023-09-09,0,0,0,0,0
Guesthouse in Newington,"Trees, open spaces, and the milky way at night",1 queen bed,www.airbnb.ca/rooms/46298059?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_eQTsP%2BgR0TtkHM7r&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,113,567,2023-09-17 - 2023-09-22,4.93,297.0,2023-09-17,2023-09-22,0,0,0,0,0
Cabin in Clarence-Rockland,Off Grid Tiny Cabin,1 bed,www.airbnb.ca/rooms/937486142331964350?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_%2BjoV%2FjgFt62RXDjZ&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,203,"1,017",2023-09-17 - 2023-09-22,4.91,11.0,2023-09-17,2023-09-22,0,0,0,0,0
Cabin in Wakefield,The Wakefield Treehouse,2 beds,www.airbnb.ca/rooms/32808110?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1693030810_K6%2FdU9wdBaZNCQ%2Fz&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,264,"1,319",2023-11-05 - 2023-11-10,4.92,551.0,2023-11-05,2023-11-10,0,0,0,0,0
Cottage in Wakefield,The Meadow,2 beds,www.airbnb.ca/rooms/18058297?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1693030810_IhXcR8rBzfWqpCVJ&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,418,418,2023-09-03 - 2023-09-8,4.96,428.0,2023-09-03,2023-09-08,0,0,0,0,0
Campsite in Wendover,Glamping at the Cabana!!,1 queen bed,www.airbnb.ca/rooms/45173656?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_fLwJs%2BLmLi%2BnU7T9&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,245,"1,226",2023-09-17 - 2023-09-22,4.9,157.0,2023-09-17,2023-09-22,0,0,0,0,0
Farm stay in Low,Tiny house farmstay at Ferme Thuya,1 bed,www.airbnb.ca/rooms/50804977?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_J81gbX7Huf3XPE6N&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,153,766,2023-09-04 - 2023-09-9,4.92,145.0,2023-09-04,2023-09-09,0,0,0,0,0
Chalet in Val-des-Monts,Huard,1 king bed,www.airbnb.ca/rooms/30589127?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-13&check_out=2023-11-18&source_impression_id=p3_1693030810_thj9L%2BbaxiQ1SOeG&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,395,"1,974",2023-11-13 - 2023-11-18,4.94,197.0,2023-11-13,2023-11-18,0,0,0,0,0
Dome in Clarence-Rockland,Sunset Ottawa Riverfront Glamping Dome,1 bed,www.airbnb.ca/rooms/52236810?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_mdYs4sJAgtYm65RR&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,303,"1,513",2023-09-01 - 2023-09-6,5.0,29.0,2023-09-01,2023-09-06,0,0,0,0,0
Tiny homes in Val-des-Monts,Glam Shack mini-chalet,1 double bed,www.airbnb.ca/rooms/916649432391294451?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_8FuDGQ9yrU9%2BvXmO&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,207,"1,033",2023-09-04 - 2023-09-9,5.0,4.0,2023-09-04,2023-09-09,0,0,0,0,0
Cabin in Plantagenet,PERCHED CABIN at Mariposa Farm,1 bed,www.airbnb.ca/rooms/2660011?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1693030810_%2BvIoovB%2BOR5F84Sv&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,192,192,2023-09-18 - 2023-09-23,4.91,358.0,2023-09-18,2023-09-23,0,0,0,0,0
Boutique hotel in Ottawa,Sonder The O'Connor | Studio Apartment,1 queen bed,www.airbnb.ca/rooms/619583284590128173?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_eWPwqzCG7q6OAWZb&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,182,911,2023-09-01 - 2023-09-6,4.63,336.0,2023-09-01,2023-09-06,0,0,0,0,0
Boutique hotel in Ottawa,Sonder Rideau | Superior One-Bedroom Apartment,2 beds,www.airbnb.ca/rooms/766090900734631497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_4JNOu1N2KScGituB&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,238,"1,192",2023-09-01 - 2023-09-6,4.83,549.0,2023-09-01,2023-09-06,0,0,0,0,0
Tiny homes in Clarence-Rockland,Cozy Tiny Cabin on the Farm,1 double bed,www.airbnb.ca/rooms/51766954?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-19&check_out=2023-09-24&source_impression_id=p3_1693030810_PpQxMV7r1DWt5myX&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,123,616,2023-09-19 - 2023-09-24,4.82,140.0,2023-09-19,2023-09-24,0,0,0,0,0
Cottage in Saint-André-Avellin,Cheerful 1 bedroom cottage (GST & PST included),1 queen bed,www.airbnb.ca/rooms/53556198?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_83161QI7nB4tOsez&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,182,909,2023-09-17 - 2023-09-22,4.92,123.0,2023-09-17,2023-09-22,0,0,0,0,0
Chalet in Val-des-Monts,Cottage in the heart of Nature,2 queen beds,www.airbnb.ca/rooms/728091097857563349?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_HPuouEAVQXsJZ4YO&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,336,336,2023-09-04 - 2023-09-9,5.0,25.0,2023-09-04,2023-09-09,0,0,0,0,0
Apartment in Ottawa,"Modern 1BR - King Bed, Rooftop patio - Chinatown",1 king bed,www.airbnb.ca/rooms/964503470903859223?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-09&check_out=2023-09-14&source_impression_id=p3_1693030810_rS1sFbrXXV4QEesV&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,133,663,2023-09-09 - 2023-09-14,,,2023-09-09,2023-09-14,0,0,0,0,0
Home in Wakefield,"4 beds with sauna, outside shower & rooftop patio",4 beds,www.airbnb.ca/rooms/679841355238631499?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1693030810_ntU0iv19iOCD%2BeEd&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,571,571,2023-09-03 - 2023-09-8,4.91,46.0,2023-09-03,2023-09-08,0,0,0,0,0
Tiny homes in Chesterville,A Real Trip Off-Grid Mushroom House,1 queen bed,www.airbnb.ca/rooms/53201098?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_Y8OdEtbjcAJ0FZvj&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,234,"1,171",2023-09-04 - 2023-09-9,4.93,201.0,2023-09-04,2023-09-09,0,0,0,0,0
Guesthouse in Newington,"Trees, open spaces, and the milky way at night",1 queen bed,www.airbnb.ca/rooms/46298059?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_eQTsP%2BgR0TtkHM7r&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,113,567,2023-09-17 - 2023-09-22,4.93,297.0,2023-09-17,2023-09-22,0,0,0,0,0
Cabin in Clarence-Rockland,Off Grid Tiny Cabin,1 bed,www.airbnb.ca/rooms/937486142331964350?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_%2BjoV%2FjgFt62RXDjZ&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,203,"1,017",2023-09-17 - 2023-09-22,4.91,11.0,2023-09-17,2023-09-22,0,0,0,0,0
Cabin in Wakefield,The Wakefield Treehouse,2 beds,www.airbnb.ca/rooms/32808110?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1693030810_K6%2FdU9wdBaZNCQ%2Fz&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,264,"1,319",2023-11-05 - 2023-11-10,4.92,551.0,2023-11-05,2023-11-10,0,0,0,0,0
Cottage in Wakefield,The Meadow,2 beds,www.airbnb.ca/rooms/18058297?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1693030810_IhXcR8rBzfWqpCVJ&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,418,418,2023-09-03 - 2023-09-8,4.96,428.0,2023-09-03,2023-09-08,0,0,0,0,0
Campsite in Wendover,Glamping at the Cabana!!,1 queen bed,www.airbnb.ca/rooms/45173656?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_fLwJs%2BLmLi%2BnU7T9&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,245,"1,226",2023-09-17 - 2023-09-22,4.9,157.0,2023-09-17,2023-09-22,0,0,0,0,0
Farm stay in Low,Tiny house farmstay at Ferme Thuya,1 bed,www.airbnb.ca/rooms/50804977?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_J81gbX7Huf3XPE6N&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,153,766,2023-09-04 - 2023-09-9,4.92,145.0,2023-09-04,2023-09-09,0,0,0,0,0
Chalet in Val-des-Monts,Huard,1 king bed,www.airbnb.ca/rooms/30589127?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-13&check_out=2023-11-18&source_impression_id=p3_1693030810_thj9L%2BbaxiQ1SOeG&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,395,"1,974",2023-11-13 - 2023-11-18,4.94,197.0,2023-11-13,2023-11-18,0,0,0,0,0
Dome in Clarence-Rockland,Sunset Ottawa Riverfront Glamping Dome,1 bed,www.airbnb.ca/rooms/52236810?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_mdYs4sJAgtYm65RR&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,303,"1,513",2023-09-01 - 2023-09-6,5.0,29.0,2023-09-01,2023-09-06,0,0,0,0,0
Tiny homes in Val-des-Monts,Glam Shack mini-chalet,1 double bed,www.airbnb.ca/rooms/916649432391294451?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_8FuDGQ9yrU9%2BvXmO&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,207,"1,033",2023-09-04 - 2023-09-9,5.0,4.0,2023-09-04,2023-09-09,0,0,0,0,0
Cabin in Plantagenet,PERCHED CABIN at Mariposa Farm,1 bed,www.airbnb.ca/rooms/2660011?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1693030810_%2BvIoovB%2BOR5F84Sv&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,192,192,2023-09-18 - 2023-09-23,4.91,358.0,2023-09-18,2023-09-23,0,0,0,0,0
Boutique hotel in Ottawa,Sonder The O'Connor | Studio Apartment,1 queen bed,www.airbnb.ca/rooms/619583284590128173?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_eWPwqzCG7q6OAWZb&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,182,911,2023-09-01 - 2023-09-6,4.63,336.0,2023-09-01,2023-09-06,0,0,0,0,0
Boutique hotel in Ottawa,Sonder Rideau | Superior One-Bedroom Apartment,2 beds,www.airbnb.ca/rooms/766090900734631497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693030810_4JNOu1N2KScGituB&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,238,"1,192",2023-09-01 - 2023-09-6,4.83,549.0,2023-09-01,2023-09-06,0,0,0,0,0
Tiny homes in Clarence-Rockland,Cozy Tiny Cabin on the Farm,1 double bed,www.airbnb.ca/rooms/51766954?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-19&check_out=2023-09-24&source_impression_id=p3_1693030810_PpQxMV7r1DWt5myX&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,123,616,2023-09-19 - 2023-09-24,4.82,140.0,2023-09-19,2023-09-24,0,0,0,0,0
Cottage in Saint-André-Avellin,Cheerful 1 bedroom cottage (GST & PST included),1 queen bed,www.airbnb.ca/rooms/53556198?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_83161QI7nB4tOsez&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,182,909,2023-09-17 - 2023-09-22,4.92,123.0,2023-09-17,2023-09-22,0,0,0,0,0
Chalet in Val-des-Monts,Cottage in the heart of Nature,2 queen beds,www.airbnb.ca/rooms/728091097857563349?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_HPuouEAVQXsJZ4YO&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,336,336,2023-09-04 - 2023-09-9,5.0,25.0,2023-09-04,2023-09-09,0,0,0,0,0
Apartment in Ottawa,"Modern 1BR - King Bed, Rooftop patio - Chinatown",1 king bed,www.airbnb.ca/rooms/964503470903859223?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-09&check_out=2023-09-14&source_impression_id=p3_1693030810_rS1sFbrXXV4QEesV&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,133,663,2023-09-09 - 2023-09-14,,,2023-09-09,2023-09-14,0,0,0,0,0
Home in Wakefield,"4 beds with sauna, outside shower & rooftop patio",4 beds,www.airbnb.ca/rooms/679841355238631499?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1693030810_ntU0iv19iOCD%2BeEd&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,571,571,2023-09-03 - 2023-09-8,4.91,46.0,2023-09-03,2023-09-08,0,0,0,0,0
Tiny homes in Chesterville,A Real Trip Off-Grid Mushroom House,1 queen bed,www.airbnb.ca/rooms/53201098?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_Y8OdEtbjcAJ0FZvj&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,234,"1,171",2023-09-04 - 2023-09-9,4.93,201.0,2023-09-04,2023-09-09,0,0,0,0,0
Guesthouse in Newington,"Trees, open spaces, and the milky way at night",1 queen bed,www.airbnb.ca/rooms/46298059?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_eQTsP%2BgR0TtkHM7r&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,113,567,2023-09-17 - 2023-09-22,4.93,297.0,2023-09-17,2023-09-22,0,0,0,0,0
Cabin in Clarence-Rockland,Off Grid Tiny Cabin,1 bed,www.airbnb.ca/rooms/937486142331964350?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_%2BjoV%2FjgFt62RXDjZ&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,203,"1,017",2023-09-17 - 2023-09-22,4.91,11.0,2023-09-17,2023-09-22,0,0,0,0,0
Cabin in Wakefield,The Wakefield Treehouse,2 beds,www.airbnb.ca/rooms/32808110?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1693030810_K6%2FdU9wdBaZNCQ%2Fz&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,264,"1,319",2023-11-05 - 2023-11-10,4.92,551.0,2023-11-05,2023-11-10,0,0,0,0,0
Cottage in Wakefield,The Meadow,2 beds,www.airbnb.ca/rooms/18058297?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1693030810_IhXcR8rBzfWqpCVJ&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,418,418,2023-09-03 - 2023-09-8,4.96,428.0,2023-09-03,2023-09-08,0,0,0,0,0
Campsite in Wendover,Glamping at the Cabana!!,1 queen bed,www.airbnb.ca/rooms/45173656?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1693030810_fLwJs%2BLmLi%2BnU7T9&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,245,"1,226",2023-09-17 - 2023-09-22,4.9,157.0,2023-09-17,2023-09-22,0,0,0,0,0
Farm stay in Low,Tiny house farmstay at Ferme Thuya,1 bed,www.airbnb.ca/rooms/50804977?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693030810_J81gbX7Huf3XPE6N&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,153,766,2023-09-04 - 2023-09-9,4.92,145.0,2023-09-04,2023-09-09,0,0,0,0,0
Chalet in Val-des-Monts,Huard,1 king bed,www.airbnb.ca/rooms/30589127?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-13&check_out=2023-11-18&source_impression_id=p3_1693030810_thj9L%2BbaxiQ1SOeG&previous_page_section_name=1000&federated_search_id=207f9f52-55f1-4042-9a8b-f80a3d6706fb,395,"1,974",2023-11-13 - 2023-11-18,4.94,197.0,2023-11-13,2023-11-18,0,0,0,0,0
